data	company	n	delta	Lat	Lon
2017-02-15	LEO SHOES SRL	2	0	40.0109	18.1617
2017-02-15	CHRISTIAN LOUBOUTIN SAS	8	0	48.8566	2.3515
2017-02-15	CALZATURIFICIO MARTINI SRL	2	0	45.7465	8.43607
2017-02-15	PRINCIPE SPA	2	0	45.8175	8.82634
2017-02-15	GIOVANNI MONTE SRL	3	0	45.5586	8.94789
2017-02-15	LA GRIFFE SRL	6	0	45.5586	8.94789
2017-02-15	SEYMECHAMLOU SRL	1	0	45.5567	8.97774
2017-02-15	DOLCE & GABBANA SRL	25	0	45.4668	9.1905
2017-02-15	GIANNI VERSACE SPA	16	0	45.4668	9.1905
2017-02-16	ARS PICENTIA DI GRANDINETTI PA	1	0	43259	13757
2017-02-16	LBRANDS	13	0	40.7306	-73.9866
2017-02-16	SIMONA B USA	11	0	40.7306	-73.9866
2017-02-16	SALVATORE FERRAGAMO SPA	1	0	43.7699	11.2556
2017-02-16	MORO MINUTERIE SRL	2	0	45.4077	11.8734
2017-02-16	PELLETTERIA MASI DI MASI MASSI	3	0	43016	11.9475
2017-02-16	TOMMY SRL	1	0	45.4173	12.0332
2017-02-16	FENDI SRL	52	0	41.8933	12.4829
2017-02-16	MENGHI SHOES & CO. S.R.L.	2	0	43441	13.6088
2017-02-16	NAST SRL	2	0	42.7734	13.6723
2017-02-16	MERCURI MODA SRL	5	0	43.2567	13.7608
2017-02-16	SANTAMARIA SRL	1	0	40.9732	14.2049
2017-02-16	ABC CARUSO GROUP SRL	1	1	40.8359	14.2488
2017-02-16	LEO SHOES SRL	2	0	40.0109	18.1617
2017-02-16	GABOR SPOL S.R.O.	2	0	49.2197	18.7397
2017-02-16	CHRISTIAN LOUBOUTIN SAS	27	0	48.8566	2.3515
2017-02-16	MANDO SARL	2	0	48.8566	2.3515
2017-02-16	GIOVANNI MONTE SRL	1	0	45.5586	8.94789
2017-02-16	LA GRIFFE SRL	5	0	45.5586	8.94789
2017-02-16	CALZATURIFICIO ARKTE  SRL	2	0	45.5692	8.95994
2017-02-16	SEYMECHAMLOU SRL	4	0	45.5567	8.97774
2017-02-16	DOLCE & GABBANA SRL	27	0	45.4668	9.1905
2017-02-16	FONTANA PELLETTERIE SPA	1	0	45.4668	9.1905
2017-02-16	PRADA SPA	6	0	45.4668	9.1905
2017-02-16	VALENTINO SPA	41	0	45.4668	9.1905
2017-02-16	MADEBLACK SRL	1	0	45.6508	9.84802
2017-02-17	BUSH ENTERPRISES	9	0	34.0549	-118244
2017-02-17	CANO ART. CALZADO S.L.	16	0	38.5869	-0.672549
2017-02-17	CLEMENCIA CORREA	14	0	6.24434	-75.5736
2017-02-17	EVERYN SRL	2	0	43.6703	10.7605
